,0,1,2,3
0,10_19.adj,10,0.4444444444444444,0.09479323450534662
1,birdtrade_a.adj,42,0.07897793263646923,0.27047728648346775
2,birdtrade_b.adj,39,0.07152496626180836,0.18891287079443111
3,birdtrade_c.adj,34,0.08199643493761141,0.18797632812815424
4,dolphin.adj,62,0.08408249603384453,0.2904776757654408
5,drugspider_chloralhydrate.adj,52,0.048265460030165915,0.12951187964455063
6,earth_moon_mars.adj,16,0.475,0.22421325725645935
7,east_europe_rr.adj,45,0.09191919191919191,0.16104950080723232
8,farmer.adj,80,0.024367088607594938,0.09770979864359437
9,frozen.adj,52,0.032428355957767725,0.07229828267093537
10,game_of_thrones.adj,79,0.038299253489126904,0.2635174804390478
11,grape.adj,54,0.055904961565338925,0.2693508283423074
12,hiv.adj,40,0.052564102564102565,0.11913815445938311
13,iceland.adj,75,0.04108108108108108,0.3014534038093832
14,karate.adj,34,0.13903743315508021,0.36506102587120076
15,latora_kindergarden.adj,16,0.325,0.14239401691065764
16,levi_strauss_myth1.adj,27,0.09971509971509972,0.15309711187149352
17,lrock.adj,92,0.22933588150979456,0.4659737458997429
18,madrid_terrorist.adj,64,0.12053571428571429,0.47546358318358206
19,morrissey_godparent.adj,43,0.048726467331118496,0.15789688018529238
20,mouse_visual_cortex1.adj,29,0.10837438423645321,0.20636987454339656
21,nuclear.adj,47,0.0841813135985199,0.24526931531354312
22,pdist.adj,76,0.03368421052631579,0.21046532492512654
23,pitts.adj,40,0.06666666666666667,0.1225544036115471
24,prison.adj,62,0.0449497620306716,0.22244819770881843
25,s50_1.adj,49,0.06292517006802721,0.23340116867970898
26,s50_2.adj,50,0.06612244897959184,0.2295363477828174
27,s50_3.adj,50,0.06285714285714286,0.26065839187715356
28,Sandi_authors.adj,86,0.03392612859097127,0.2778057740750381
29,sociologists.adj,28,0.082010582010582,0.1450306464898577
30,taro.adj,22,0.16883116883116883,0.1615476219769155
31,test_disconnected.adj,8,0.25,0.0660622087444358
32,tokstoy_rr.adj,30,0.06896551724137931,0.06581968008925804
33,traficking.adj,86,0.029274965800273597,0.22573716724823925
34,usa.adj,49,0.09098639455782313,0.1734178932113788
35,weevil.adj,19,0.1286549707602339,0.11280355923972628
36,windsurfers.adj,43,0.37209302325581395,0.21692412000264696
37,word_of_mouth.adj,38,0.07254623044096728,0.21242069161476612
38,zebra.adj,27,0.3162393162393162,0.29098930580458526
39,adelaide_tram.adj,56,0.03506493506493506,0.022668640020805885
40,athens_subway.adj,61,0.033879781420765025,0.08571065472278457
41,athens_tram.adj,49,0.04251700680272109,0.04603053250071391
42,bordeaux_ferry.adj,5,0.6,0.026981307133969457
43,brisbane_ferry.adj,31,0.07526881720430108,0.08385311693052751
44,helsinki_rail.adj,75,0.0363963963963964,0.1807150188408948
45,helsinki_subway.adj,19,0.11695906432748537,0.0940061448128507
46,lisbon_rail.adj,65,0.032692307692307694,0.10438779055874219
47,lisbon_subway.adj,50,0.04244897959183674,0.09430032554787311
48,luxembourg_rail.adj,43,0.06201550387596899,0.18468613728703648
49,rennes_subway.adj,29,0.06896551724137931,0.031514827385572104
50,sydney_ferry.adj,81,0.04506172839506173,0.28846843097453717
51,sydney_tram.adj,44,0.046511627906976744,0.06691056827529539
52,toulouse_subway.adj,40,0.04871794871794872,0.05015766206747093
53,toulouse_tram.adj,52,0.03996983408748114,0.0728594231062659
54,venice_tram.adj,70,0.02981366459627329,0.08135307089118896
55,1020clc.adj,44,0.10676532769556026,0.24787556388486626
56,11-64.adj,12,0.19696969696969696,0.0604189862576975
57,AmadMyJn12-10.adj,76,0.07473684210526316,0.3116819204472533
58,AmadMyJn12-11.adj,65,0.07788461538461539,0.28305361823104247
59,AmadMyJn12-20.adj,18,0.21568627450980393,0.2322609181375108
60,AmadMyJn12-26.adj,43,0.07751937984496124,0.18436237589919674
61,AmadMyJn12-27.adj,7,0.2857142857142857,0.03467693709100121
62,AmadMyJn12-28.adj,48,0.0851063829787234,0.2867270399441222
63,AmadMyJn12-36.adj,19,0.1871345029239766,0.17578131981419
64,AmadMyJn12-5.adj,34,0.11051693404634581,0.21204493097340427
65,AmadMyJn12-50.adj,16,0.225,0.12777614036264162
66,AmadMyJn12-51.adj,15,0.18095238095238095,0.11790518122856132
67,AmadMyJn12-6.adj,58,0.06352087114337568,0.29106530111052864
68,Amador10-25.adj,31,0.0989247311827957,0.13329373120663865
