network,nodes,edges,real rand auc,real attack auc,fin theory rand auc,fin theory attack auc
BHGB11-11.adj,47,96,0.6841110877559883,0.31786705095558376,0.712183849011171,0.29908593455496874
BHGB11-13.adj,46,74,0.6270482814374014,0.2592178492207947,0.6294690219642485,0.24910043495010686
BHGB11-25.adj,30,55,0.7204471800962238,0.3751192460474553,0.7047197239811319,0.32428106684468755
BHGB11-26.adj,44,115,0.7725865388556261,0.3630485622718504,0.7860207580717612,0.3641963965954835
BHGB11-27.adj,36,89,0.7651337775454234,0.3904174093403213,0.7815105374058757,0.37365738232432105
BHGB11-28.adj,25,33,0.5972731373521708,0.3546158616065737,0.5985961713364427,0.27436912971487315
BHGB11-29.adj,41,105,0.7902304308157907,0.31957859381939085,0.7837382644476664,0.36673259678468856
BHGB11-30.adj,31,58,0.7076348466410153,0.37692300154956676,0.7086073816593298,0.3245969099042521
BHGB11-31.adj,35,90,0.793258182350201,0.35830945193207936,0.7921991790664816,0.3861531916427219
BHGB11-55.adj,7,6,0.6070793650793651,0.48571428571428577,0.5934696718276644,0.39617694643083895
BHGB11-56.adj,14,24,0.7666527612599038,0.5139833711262283,0.7384103155880799,0.42126804338943086
BHGB11-57.adj,20,37,0.7633088730169612,0.38441543750367274,0.7354188510756121,0.3819509811907003
BHGB11-59.adj,14,25,0.7427350374493229,0.519803476946334,0.7500479962232338,0.4312327761522438
CATH2.adj,42,60,0.6012141832611011,0.23290362315053714,0.5884569799254112,0.23335920111589542
CATH3.adj,40,61,0.6084349690583449,0.24845844306208115,0.618212011597785,0.2515883322148747
CATH7.adj,42,54,0.5346397298556643,0.23211174761678172,0.5441190046549718,0.21269215665142716
GTNP13-01.adj,12,14,0.6576172839506172,0.39689153439153435,0.6288618216552335,0.3585268559424574
GTNP13-02.adj,28,62,0.7592943208982051,0.32239964741753097,0.7657613260503872,0.37837373279796743
GTNP13-03.adj,28,53,0.716942633040247,0.3097996749867315,0.7196058847584974,0.34058647334096825
GTNP13-04.adj,26,44,0.6990187102600223,0.31308614911662225,0.6879342509852473,0.323977234082523
