,0,1,2,3
0,10_19.adj,10,0.4444444444444444,0.00018436553510171023
1,birdtrade_a.adj,42,0.07897793263646923,0.0020239463632715227
2,birdtrade_b.adj,39,0.07152496626180836,0.0005539081999324288
3,birdtrade_c.adj,34,0.08199643493761141,0.001331444885863856
4,dolphin.adj,62,0.08408249603384453,0.012206782001467987
5,drugspider_chloralhydrate.adj,52,0.048265460030165915,0.009333501719145747
6,earth_moon_mars.adj,16,0.475,0.009517804906335529
7,east_europe_rr.adj,45,0.09191919191919191,0.008056040608083388
8,farmer.adj,80,0.024367088607594938,0.004200136606436355
9,frozen.adj,52,0.032428355957767725,0.005676785144150011
10,game_of_thrones.adj,79,0.038299253489126904,0.019589605761784198
11,grape.adj,54,0.055904961565338925,0.01089580007193632
12,hiv.adj,40,0.052564102564102565,0.0031586236008443016
13,iceland.adj,75,0.04108108108108108,0.001608506921489781
14,karate.adj,34,0.13903743315508021,0.002191070371816268
15,latora_kindergarden.adj,16,0.325,0.005987455154087251
16,levi_strauss_myth1.adj,27,0.09971509971509972,0.014578263137989893
17,lrock.adj,92,0.22933588150979456,0.0029201873935175053
18,madrid_terrorist.adj,64,0.12053571428571429,0.025961481934942958
19,morrissey_godparent.adj,43,0.048726467331118496,0.0055835034195475895
20,mouse_visual_cortex1.adj,29,0.10837438423645321,0.0009977577720380456
21,nuclear.adj,47,0.0841813135985199,0.004305593884191009
22,pdist.adj,76,0.03368421052631579,0.0018321661109650202
23,pitts.adj,40,0.06666666666666667,0.0015764697721594944
24,prison.adj,62,0.0449497620306716,0.01503737371090197
25,s50_1.adj,49,0.06292517006802721,0.050225917576990485
26,s50_2.adj,50,0.06612244897959184,0.032871652526890636
27,s50_3.adj,50,0.06285714285714286,0.16444539055259866
28,Sandi_authors.adj,86,0.03392612859097127,0.015623258126557812
29,sociologists.adj,28,0.082010582010582,0.005184262081297325
30,taro.adj,22,0.16883116883116883,0.0011281743383931722
31,test_disconnected.adj,8,0.25,0.00658197872416409
32,tokstoy_rr.adj,30,0.06896551724137931,0.007217497526659152
33,traficking.adj,86,0.029274965800273597,0.010004744595094506
34,usa.adj,49,0.09098639455782313,0.01584932620519458
35,weevil.adj,19,0.1286549707602339,0.0017683044011284153
36,windsurfers.adj,43,0.37209302325581395,0.001460407578752344
37,word_of_mouth.adj,38,0.07254623044096728,0.0020031332434405497
38,zebra.adj,27,0.3162393162393162,0.04810968909067145
39,adelaide_tram.adj,56,0.03506493506493506,0.036583586032357195
40,athens_subway.adj,61,0.033879781420765025,0.016301696245647264
41,athens_tram.adj,49,0.04251700680272109,0.028681953380479103
42,bordeaux_ferry.adj,5,0.6,0.0009594907650804998
43,brisbane_ferry.adj,31,0.07526881720430108,0.005529502357563976
44,helsinki_rail.adj,75,0.0363963963963964,0.04066899220410378
45,helsinki_subway.adj,19,0.11695906432748537,0.005781022850099769
46,lisbon_rail.adj,65,0.032692307692307694,0.03817370649904598
47,lisbon_subway.adj,50,0.04244897959183674,0.008184663864013963
48,luxembourg_rail.adj,43,0.06201550387596899,0.01389310260371182
49,rennes_subway.adj,29,0.06896551724137931,0.01615771875504349
50,sydney_ferry.adj,81,0.04506172839506173,0.06351935497810451
51,sydney_tram.adj,44,0.046511627906976744,0.024041736196800702
52,toulouse_subway.adj,40,0.04871794871794872,0.02575214411906972
53,toulouse_tram.adj,52,0.03996983408748114,0.017655711863254712
54,venice_tram.adj,70,0.02981366459627329,0.023903526576118772
55,1020clc.adj,44,0.10676532769556026,0.0047988681515068535
56,11-64.adj,12,0.19696969696969696,0.005348820338486256
57,AmadMyJn12-10.adj,76,0.07473684210526316,0.0015540327633922178
58,AmadMyJn12-11.adj,65,0.07788461538461539,0.0003403570757471248
59,AmadMyJn12-20.adj,18,0.21568627450980393,0.0003299895450345164
60,AmadMyJn12-26.adj,43,0.07751937984496124,0.0009372243982689394
61,AmadMyJn12-27.adj,7,0.2857142857142857,0.006920892520424369
62,AmadMyJn12-28.adj,48,0.0851063829787234,0.0009344188127422686
63,AmadMyJn12-36.adj,19,0.1871345029239766,0.0006127099703023788
64,AmadMyJn12-5.adj,34,0.11051693404634581,0.0022422334422308433
65,AmadMyJn12-50.adj,16,0.225,0.0012149528301811181
66,AmadMyJn12-51.adj,15,0.18095238095238095,0.0035413764206627947
67,AmadMyJn12-6.adj,58,0.06352087114337568,0.0009587438391043092
68,Amador10-25.adj,31,0.0989247311827957,0.0038193720399404972
69,Amador10-26.adj,13,0.1794871794871795,0.002474244244272232
70,Amador10-27.adj,44,0.08562367864693446,0.006230790235783037
71,Amador10-28.adj,33,0.09659090909090909,0.0069161469074898565
72,Amador10-29.adj,42,0.06852497096399536,0.020698507715870486
73,Amador10-30.adj,31,0.0989247311827957,0.012845517698869735
74,Amador10-31.adj,27,0.1168091168091168,0.0020027516697223888
