"",177,577,800,1504,1507,1509,1530,1541,1553,1555,1556,1561,1562,1563,1570,1574,1579,1580,1582,1590,1595,598,802,1534,1558,801,1506
177,0,29,26,29,29,25,29,29,29,29,29,29,25,29,29,27,25,27,25,29,29,0,0,0,0,0,0
577,29,0,29,0,0,0,0,0,0,0,29,29,0,0,0,0,29,0,0,29,29,29,29,29,29,0,0
800,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,29,0,26,0,0,29,0,0
1504,29,0,0,0,29,0,29,29,29,29,0,0,0,29,29,29,29,29,0,29,0,0,0,0,0,0,0
1507,29,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0
1509,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,25,25,29,0,0,0,0,0,0,0
1530,29,0,0,29,29,0,0,0,0,29,0,0,0,29,0,29,29,29,0,0,0,0,0,0,0,0,0
1541,29,0,0,29,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
1553,29,0,0,29,0,0,0,0,0,29,29,0,0,29,29,0,29,0,0,0,0,0,0,0,0,0,0
1555,29,0,0,29,0,0,29,29,29,0,0,0,0,29,29,29,29,0,0,0,0,0,0,0,0,0,0
1556,29,29,0,0,0,0,0,0,29,0,0,29,29,0,29,0,0,29,0,29,29,29,29,0,29,0,0
1561,29,29,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,0,29,29,29,29,0,29,0,0
1562,25,0,0,0,0,25,0,0,0,0,29,0,0,0,29,0,25,0,25,0,29,0,0,0,0,25,25
1563,29,0,0,29,0,0,29,0,29,29,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0
1570,29,0,0,29,0,0,0,29,29,29,29,29,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0
1574,27,0,0,29,0,0,29,0,0,29,0,0,0,29,0,0,25,0,0,0,0,0,0,0,0,0,0
1579,25,29,0,29,29,25,29,0,29,29,0,0,25,29,0,25,0,25,0,29,0,0,0,0,0,0,0
1580,27,0,26,29,0,25,29,0,0,0,29,0,0,0,0,0,25,0,0,29,29,0,0,0,0,0,0
1582,25,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25
1590,29,29,29,29,29,29,0,0,0,0,29,29,0,0,0,0,29,29,0,0,29,29,29,29,29,0,0
1595,29,29,0,0,0,0,0,0,0,0,29,29,29,0,29,0,0,29,0,29,0,29,29,0,29,0,0
598,0,29,26,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,29,29,0,26,0,29,0,0
802,0,29,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,29,29,26,0,0,29,0,0
1534,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
1558,0,29,29,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,29,29,29,29,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,25
1506,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,25,0
